# TSIS-1 Hybrid Solar Reference Spectrum (HSRS) version 2, resampled to 1 nm box means.
# Source: Coddington et al. (2023), Earth and Space Science, doi:10.1029/2022EA002637
# Archive: LASP LISIRD, https://lasp.colorado.edu/lisird/latis/dap/tsis1_hsrs.csv (native 0.001-0.01 nm sampling)
# Method: unweighted mean of every native sample falling in [n, n+1) nm; bin labelled by its lower edge.
# Irradiance is solar spectral irradiance at 1 AU, W m^-2 nm^-1, solar-minimum conditions between cycles 24 and 25.
# Archive uncertainty is 0.3% over 460-2365 nm and 1.3% outside it.
# Generated by scripts/build_table.py; do not hand-edit.
wavelength_nm,irradiance_w_m2_nm,uncertainty_w_m2_nm,n_samples
2140,9.035518e-02,2.711e-04,1000
2141,9.023189e-02,2.707e-04,1000
2142,8.996502e-02,2.699e-04,1000
2143,8.863873e-02,2.659e-04,1000
2144,8.895243e-02,2.669e-04,1000
2145,8.868970e-02,2.661e-04,1000
2146,8.880505e-02,2.664e-04,1000
2147,8.913004e-02,2.674e-04,1000
2148,8.880357e-02,2.664e-04,1000
2149,8.830088e-02,2.649e-04,1000
2150,8.880421e-02,2.664e-04,1000
2151,8.860737e-02,2.658e-04,1000
2152,8.798641e-02,2.640e-04,1000
2153,8.818242e-02,2.645e-04,1000
2154,8.790027e-02,2.637e-04,1000
2155,8.779737e-02,2.634e-04,1000
2156,8.761107e-02,2.628e-04,1000
2157,8.720613e-02,2.616e-04,1000
2158,8.727377e-02,2.618e-04,1000
2159,8.693975e-02,2.608e-04,1000
2160,8.652490e-02,2.596e-04,1000
2161,8.579199e-02,2.574e-04,1000
2162,8.553747e-02,2.566e-04,1000
2163,8.450878e-02,2.535e-04,1000
2164,8.304208e-02,2.491e-04,1000
2165,7.818809e-02,2.346e-04,1000
2166,7.616959e-02,2.285e-04,1000
2167,8.190100e-02,2.457e-04,1000
2168,8.374391e-02,2.512e-04,1000
2169,8.420984e-02,2.526e-04,1000
2170,8.440595e-02,2.532e-04,1000
2171,8.493766e-02,2.548e-04,1000
2172,8.495332e-02,2.549e-04,1000
2173,8.501941e-02,2.551e-04,1000
2174,8.478359e-02,2.544e-04,1000
2175,8.491505e-02,2.547e-04,1000
2176,8.440550e-02,2.532e-04,1000
2177,8.466490e-02,2.540e-04,1000
2178,8.109304e-02,2.433e-04,1000
2179,8.428971e-02,2.529e-04,1000
2180,8.443529e-02,2.533e-04,1000
2181,8.431597e-02,2.529e-04,1000
2182,8.161065e-02,2.448e-04,1000
2183,8.388685e-02,2.517e-04,1000
2184,8.372362e-02,2.512e-04,1000
2185,8.377031e-02,2.513e-04,1000
2186,8.338389e-02,2.502e-04,1000
2187,8.317145e-02,2.495e-04,1000
2188,7.933419e-02,2.380e-04,1000
2189,8.327129e-02,2.498e-04,1000
2190,8.217648e-02,2.465e-04,1000
2191,8.304624e-02,2.491e-04,1000
2192,8.278772e-02,2.484e-04,1000
2193,8.260447e-02,2.478e-04,1000
2194,8.259612e-02,2.478e-04,1000
2195,8.244475e-02,2.473e-04,1000
2196,8.226442e-02,2.468e-04,1000
2197,8.224704e-02,2.467e-04,1000
2198,8.190899e-02,2.457e-04,1000
2199,8.119347e-02,2.436e-04,1000
2200,8.166068e-02,2.450e-04,1000
2201,8.150691e-02,2.445e-04,1000
2202,8.149887e-02,2.445e-04,1000
2203,8.141038e-02,2.442e-04,1000
2204,8.128772e-02,2.439e-04,1000
2205,8.087344e-02,2.426e-04,1000
2206,7.467432e-02,2.240e-04,1000
2207,8.015267e-02,2.405e-04,1000
2208,7.902435e-02,2.371e-04,1000
2209,7.999516e-02,2.400e-04,1000
2210,8.053020e-02,2.416e-04,1000
2211,8.027640e-02,2.408e-04,1000
2212,8.027820e-02,2.408e-04,1000
2213,8.002986e-02,2.401e-04,1000
2214,7.997760e-02,2.399e-04,1000
2215,7.976051e-02,2.393e-04,1000
2216,7.956797e-02,2.387e-04,1000
2217,7.950543e-02,2.385e-04,1000
2218,7.939992e-02,2.382e-04,1000
2219,7.934207e-02,2.380e-04,1000
2220,7.914597e-02,2.374e-04,1000
2221,7.898983e-02,2.370e-04,1000
2222,7.892881e-02,2.368e-04,1000
2223,7.871537e-02,2.361e-04,1000
2224,7.866798e-02,2.360e-04,1000
2225,7.848204e-02,2.354e-04,1000
2226,7.602759e-02,2.281e-04,1000
2227,7.829246e-02,2.349e-04,1000
2228,7.803958e-02,2.341e-04,1000
2229,7.807816e-02,2.342e-04,1000
2230,7.782775e-02,2.335e-04,1000
2231,7.778384e-02,2.334e-04,1000
2232,7.769176e-02,2.331e-04,1000
2233,7.753371e-02,2.326e-04,1000
2234,7.737938e-02,2.321e-04,1000
2235,7.718504e-02,2.316e-04,1000
2236,7.714630e-02,2.314e-04,1000
2237,7.693034e-02,2.308e-04,1000
2238,7.500082e-02,2.250e-04,1000
2239,7.596355e-02,2.279e-04,1000
2240,7.661379e-02,2.298e-04,1000
2241,7.642487e-02,2.293e-04,1000
2242,7.564870e-02,2.269e-04,1000
2243,7.613005e-02,2.284e-04,1000
2244,7.615424e-02,2.285e-04,1000
2245,7.602866e-02,2.281e-04,1000
2246,7.586598e-02,2.276e-04,1000
2247,7.424204e-02,2.227e-04,1000
2248,7.542708e-02,2.263e-04,1000
2249,7.543950e-02,2.263e-04,1000
2250,7.526000e-02,2.258e-04,1000
2251,7.480300e-02,2.244e-04,1000
2252,7.450971e-02,2.235e-04,1000
2253,7.476570e-02,2.243e-04,1000
2254,7.309339e-02,2.193e-04,1000
2255,7.414007e-02,2.224e-04,1000
2256,7.442237e-02,2.233e-04,1000
2257,7.429778e-02,2.229e-04,1000
2258,7.415944e-02,2.225e-04,1000
2259,7.432409e-02,2.230e-04,1000
2260,7.413037e-02,2.224e-04,1000
2261,7.261593e-02,2.178e-04,1000
2262,7.181992e-02,2.155e-04,1000
2263,7.150808e-02,2.145e-04,1000
2264,7.362124e-02,2.209e-04,1000
2265,7.093895e-02,2.128e-04,1000
2266,7.313263e-02,2.194e-04,1000
2267,7.196441e-02,2.159e-04,1000
2268,7.323874e-02,2.197e-04,1000
2269,7.299826e-02,2.190e-04,1000
2270,7.290818e-02,2.187e-04,1000
2271,7.199851e-02,2.160e-04,1000
2272,7.274564e-02,2.182e-04,1000
2273,7.262819e-02,2.179e-04,1000
2274,7.160420e-02,2.148e-04,1000
2275,7.230886e-02,2.169e-04,1000
2276,7.205334e-02,2.162e-04,1000
2277,7.196943e-02,2.159e-04,1000
2278,7.204589e-02,2.161e-04,1000
2279,7.163585e-02,2.149e-04,1000
2280,7.113855e-02,2.134e-04,1000
2281,6.581615e-02,1.974e-04,1000
2282,7.087773e-02,2.126e-04,1000
2283,7.089347e-02,2.127e-04,1000
2284,7.135731e-02,2.141e-04,1000
2285,7.071687e-02,2.122e-04,1000
2286,7.107282e-02,2.132e-04,1000
2287,7.098972e-02,2.130e-04,1000
2288,7.078945e-02,2.124e-04,1000
2289,7.052867e-02,2.116e-04,1000
2290,7.064008e-02,2.119e-04,1000
2291,6.959917e-02,2.088e-04,1000
2292,7.020847e-02,2.106e-04,1000
2293,6.856659e-02,2.057e-04,1000
2294,6.861529e-02,2.058e-04,1000
2295,6.908094e-02,2.072e-04,1000
2296,6.886258e-02,2.066e-04,1000
2297,6.919293e-02,2.076e-04,1000
2298,6.944698e-02,2.083e-04,1000
2299,6.882693e-02,2.065e-04,1000
2300,6.910806e-02,2.073e-04,1000
2301,6.912074e-02,2.074e-04,1000
2302,6.877771e-02,2.063e-04,1000
2303,6.879353e-02,2.064e-04,1000
2304,6.870537e-02,2.061e-04,1000
2305,6.848075e-02,2.054e-04,1000
2306,6.848190e-02,2.054e-04,1000
2307,6.849233e-02,2.055e-04,1000
2308,6.818799e-02,2.046e-04,1000
2309,6.844764e-02,2.053e-04,1000
2310,6.816005e-02,2.045e-04,1000
2311,6.800236e-02,2.040e-04,1000
2312,6.796559e-02,2.039e-04,1000
2313,6.783629e-02,2.035e-04,1000
2314,6.722009e-02,2.017e-04,1000
2315,6.682648e-02,2.005e-04,1000
2316,6.733407e-02,2.020e-04,1000
2317,6.664369e-02,1.999e-04,1000
2318,6.712999e-02,2.014e-04,1000
2319,6.696100e-02,2.009e-04,1000
2320,6.702956e-02,2.011e-04,1000
2321,6.714136e-02,2.014e-04,1000
2322,6.519227e-02,1.956e-04,1000
2323,6.499400e-02,1.950e-04,1000
2324,6.555452e-02,1.967e-04,1000
2325,6.550427e-02,1.965e-04,1000
2326,6.555232e-02,1.967e-04,1000
2327,6.599917e-02,1.980e-04,1000
2328,6.532645e-02,1.960e-04,1000
2329,6.587067e-02,1.976e-04,1000
2330,6.560554e-02,1.968e-04,1000
2331,6.509090e-02,1.953e-04,1000
2332,6.557454e-02,1.967e-04,1000
2333,6.506442e-02,1.952e-04,1000
2334,6.537587e-02,1.961e-04,1000
2335,6.348436e-02,1.905e-04,1000
2336,6.522257e-02,1.957e-04,1000
2337,6.512852e-02,1.954e-04,1000
2338,6.276852e-02,1.883e-04,1000
2339,6.484641e-02,1.945e-04,1000
2340,6.470285e-02,1.941e-04,1000
2341,6.472035e-02,1.942e-04,1000
2342,6.470422e-02,1.941e-04,1000
2343,6.473570e-02,1.942e-04,1000
2344,6.435702e-02,1.931e-04,1000
2345,6.432472e-02,1.930e-04,1000
2346,6.431895e-02,1.930e-04,1000
2347,6.438728e-02,1.932e-04,1000
2348,6.409077e-02,1.923e-04,1000
2349,6.405880e-02,1.922e-04,1000
2350,6.393698e-02,1.918e-04,1000
2351,6.353802e-02,1.906e-04,1000
2352,6.159081e-02,1.848e-04,1000
2353,6.218083e-02,1.865e-04,1000
2354,6.241416e-02,1.872e-04,1000
2355,6.278384e-02,1.884e-04,1000
2356,6.282693e-02,1.885e-04,1000
2357,6.152850e-02,1.846e-04,1000
2358,6.211139e-02,1.863e-04,1000
2359,6.247544e-02,1.874e-04,1000
2360,6.268698e-02,1.881e-04,1000
2361,6.255801e-02,1.877e-04,1000
2362,6.256149e-02,1.877e-04,1000
2363,6.233923e-02,1.870e-04,1000
2364,6.237855e-02,1.871e-04,1000
2365,6.233733e-02,8.098e-04,1000
2366,6.195740e-02,8.054e-04,1000
2367,6.223812e-02,8.091e-04,1000
2368,6.196915e-02,8.056e-04,1000
2369,6.186924e-02,8.043e-04,1000
2370,6.143452e-02,7.986e-04,1000
2371,6.182033e-02,8.037e-04,1000
2372,6.170849e-02,8.022e-04,1000
2373,6.149615e-02,7.994e-04,1000
2374,6.193146e-02,8.051e-04,1000
2375,6.151130e-02,7.996e-04,1000
2376,6.162429e-02,8.011e-04,1000
2377,6.175710e-02,8.028e-04,1000
2378,6.141230e-02,7.984e-04,1000
2379,6.107648e-02,7.940e-04,1000
2380,6.132429e-02,7.972e-04,1000
2381,6.116908e-02,7.952e-04,1000
2382,6.063125e-02,7.882e-04,1000
2383,5.902132e-02,7.673e-04,1000
2384,5.888005e-02,7.654e-04,1000
2385,5.806430e-02,7.548e-04,1000
2386,5.744303e-02,7.468e-04,1000
2387,5.971038e-02,7.762e-04,1000
2388,6.012296e-02,7.816e-04,1000
2389,5.997129e-02,7.796e-04,1000
2390,6.020792e-02,7.827e-04,1000
2391,5.981922e-02,7.776e-04,1000
2392,5.986864e-02,7.783e-04,1000
2393,5.955637e-02,7.742e-04,1000
2394,5.976179e-02,7.769e-04,1000
2395,5.922516e-02,7.699e-04,1000
2396,5.958561e-02,7.746e-04,1000
2397,5.955418e-02,7.742e-04,1000
2398,5.971510e-02,7.763e-04,1000
2399,5.951056e-02,7.736e-04,1000
2400,5.900864e-02,7.671e-04,1000
2401,5.930662e-02,7.710e-04,1000
2402,5.929754e-02,7.709e-04,1000
2403,5.916307e-02,7.691e-04,1000
2404,5.888456e-02,7.655e-04,1000
2405,5.883640e-02,7.649e-04,1000
2406,5.918082e-02,7.694e-04,1000
2407,5.883289e-02,7.648e-04,1000
2408,5.862535e-02,7.621e-04,1000
2409,5.857647e-02,7.615e-04,1000
2410,5.867277e-02,7.627e-04,1000
2411,5.836197e-02,7.587e-04,1000
2412,5.854527e-02,7.611e-04,1000
2413,5.808699e-02,7.551e-04,1000
2414,5.661686e-02,7.360e-04,1000
2415,5.734531e-02,7.455e-04,1000
2416,5.716771e-02,7.432e-04,1000
2417,5.765449e-02,7.495e-04,1000
2418,5.760010e-02,7.488e-04,1000
2419,5.731259e-02,7.451e-04,1000
2420,5.721681e-02,7.438e-04,1000
2421,5.755230e-02,7.482e-04,1000
2422,5.723934e-02,7.441e-04,1000
2423,5.716139e-02,7.431e-04,1000
2424,5.725808e-02,7.444e-04,1000
2425,5.687703e-02,7.394e-04,1000
2426,5.702437e-02,7.413e-04,1000
2427,5.671380e-02,7.373e-04,1000
2428,5.660194e-02,7.358e-04,1000
2429,5.681399e-02,7.386e-04,1000
2430,5.678842e-02,7.382e-04,1000
2431,5.621162e-02,7.308e-04,1000
2432,5.659095e-02,7.357e-04,1000
2433,5.638945e-02,7.331e-04,1000
2434,5.636146e-02,7.327e-04,1000
2435,5.594323e-02,7.273e-04,1000
2436,5.624124e-02,7.311e-04,1000
2437,5.617484e-02,7.303e-04,1000
2438,5.527409e-02,7.186e-04,1000
2439,5.605648e-02,7.287e-04,1000
2440,5.590395e-02,7.268e-04,1000
2441,5.578019e-02,7.251e-04,1000
2442,5.573170e-02,7.245e-04,1000
2443,5.597688e-02,7.277e-04,1000
2444,5.522565e-02,7.179e-04,1000
2445,5.564989e-02,7.234e-04,1000
2446,5.397533e-02,7.017e-04,1000
2447,5.433882e-02,7.064e-04,1000
2448,5.470339e-02,7.111e-04,1000
2449,5.445767e-02,7.079e-04,1000
2450,5.420918e-02,7.047e-04,1000
2451,5.479190e-02,7.123e-04,1000
2452,5.468959e-02,7.110e-04,1000
2453,5.415025e-02,7.040e-04,1000
2454,5.453398e-02,7.089e-04,1000
2455,5.335001e-02,6.936e-04,1000
2456,5.375766e-02,6.988e-04,1000
2457,5.247464e-02,6.822e-04,1000
2458,5.402691e-02,7.023e-04,1000
2459,5.410404e-02,7.034e-04,1000
2460,5.431987e-02,7.062e-04,1000
2461,5.413206e-02,7.037e-04,1000
2462,5.348617e-02,6.953e-04,1000
2463,5.372786e-02,6.985e-04,1000
2464,5.371160e-02,6.983e-04,1000
2465,5.331153e-02,6.930e-04,1000
2466,5.397096e-02,7.016e-04,1000
2467,5.362592e-02,6.971e-04,1000
2468,5.353111e-02,6.959e-04,1000
2469,5.352804e-02,6.959e-04,1000
2470,5.334580e-02,6.935e-04,1000
2471,5.321292e-02,6.918e-04,1000
2472,5.329479e-02,6.928e-04,1000
2473,5.180249e-02,6.734e-04,1000
2474,5.317499e-02,6.913e-04,1000
2475,5.289276e-02,6.876e-04,1000
2476,5.290538e-02,6.878e-04,1000
2477,5.304292e-02,6.896e-04,1000
2478,5.218955e-02,6.785e-04,1000
2479,5.163583e-02,6.713e-04,1000
2480,4.956165e-02,6.443e-04,1000
2481,5.202314e-02,6.763e-04,1000
2482,4.855044e-02,6.312e-04,1000
2483,5.192032e-02,6.750e-04,1000
2484,5.221916e-02,6.788e-04,1000
2485,5.172844e-02,6.725e-04,1000
2486,4.783840e-02,6.219e-04,1000
2487,5.146368e-02,6.690e-04,1000
2488,5.177765e-02,6.731e-04,1000
2489,5.153531e-02,6.700e-04,1000
2490,5.165045e-02,6.715e-04,1000
2491,5.148075e-02,6.692e-04,1000
2492,5.148579e-02,6.693e-04,1000
2493,5.116394e-02,6.651e-04,1000
2494,5.103753e-02,6.635e-04,1000
2495,5.147917e-02,6.692e-04,1000
2496,5.125674e-02,6.663e-04,1000
2497,5.094109e-02,6.622e-04,1000
2498,5.112795e-02,6.647e-04,1000
2499,5.101702e-02,6.632e-04,1000
2500,5.096024e-02,6.625e-04,1000
2501,5.091168e-02,6.619e-04,1000
2502,5.060283e-02,6.578e-04,1000
2503,5.076677e-02,6.600e-04,1000
2504,5.055234e-02,6.572e-04,1000
2505,5.065125e-02,6.585e-04,1000
2506,5.073879e-02,6.596e-04,1000
2507,4.975123e-02,6.468e-04,1000
2508,5.045375e-02,6.559e-04,1000
2509,5.027039e-02,6.535e-04,1000
2510,4.961824e-02,6.450e-04,1000
2511,4.981614e-02,6.476e-04,1000
2512,4.925213e-02,6.403e-04,1000
2513,4.977259e-02,6.470e-04,1000
2514,4.956739e-02,6.444e-04,1000
2515,4.964922e-02,6.454e-04,1000
2516,4.969982e-02,6.461e-04,1000
2517,4.916463e-02,6.391e-04,1000
2518,4.928252e-02,6.407e-04,1000
2519,4.932599e-02,6.412e-04,1000
2520,4.940050e-02,6.422e-04,1000
2521,4.928366e-02,6.407e-04,1000
2522,4.938743e-02,6.420e-04,1000
2523,4.903906e-02,6.375e-04,1000
2524,4.902665e-02,6.373e-04,1000
2525,4.890985e-02,6.358e-04,1000
2526,4.892201e-02,6.360e-04,1000
2527,4.866929e-02,6.327e-04,1000
2528,4.884343e-02,6.350e-04,1000
2529,4.856456e-02,6.313e-04,1000
2530,4.874998e-02,6.337e-04,1000
2531,4.863216e-02,6.322e-04,1000
2532,4.840720e-02,6.293e-04,1000
2533,4.848381e-02,6.303e-04,1000
2534,4.852631e-02,6.308e-04,1000
2535,4.835220e-02,6.286e-04,1000
2536,4.824862e-02,6.272e-04,1000
2537,4.801156e-02,6.242e-04,1000
2538,4.753080e-02,6.179e-04,1000
2539,4.800980e-02,6.241e-04,1000
2540,4.713831e-02,6.128e-04,1000
2541,4.282082e-02,5.567e-04,1000
2542,4.542776e-02,5.906e-04,1000
2543,4.772975e-02,6.205e-04,1000
2544,4.718649e-02,6.134e-04,1000
2545,4.752844e-02,6.179e-04,1000
2546,4.693086e-02,6.101e-04,1000
2547,4.709651e-02,6.123e-04,1000
2548,4.670820e-02,6.072e-04,1000
2549,4.700295e-02,6.110e-04,1000
2550,4.714172e-02,6.128e-04,1000
2551,4.656633e-02,6.054e-04,1000
2552,4.530425e-02,5.890e-04,1000
2553,4.677983e-02,6.081e-04,1000
2554,4.660117e-02,6.058e-04,1000
2555,4.654564e-02,6.051e-04,1000
2556,4.616189e-02,6.001e-04,1000
2557,4.629889e-02,6.019e-04,1000
2558,4.638062e-02,6.029e-04,1000
2559,4.675505e-02,6.078e-04,1000
2560,4.562460e-02,5.931e-04,1000
2561,4.520969e-02,5.877e-04,1000
2562,4.488877e-02,5.836e-04,1000
2563,4.599349e-02,5.979e-04,1000
2564,4.551684e-02,5.917e-04,1000
2565,4.612618e-02,5.996e-04,1000
2566,4.603608e-02,5.985e-04,1000
2567,4.531689e-02,5.891e-04,1000
2568,4.600810e-02,5.981e-04,1000
2569,4.579083e-02,5.953e-04,1000
2570,4.535928e-02,5.897e-04,1000
2571,4.563963e-02,5.933e-04,1000
2572,4.580132e-02,5.954e-04,1000
2573,4.564033e-02,5.933e-04,1000
2574,4.549879e-02,5.915e-04,1000
2575,4.548380e-02,5.913e-04,1000
2576,4.548995e-02,5.914e-04,1000
2577,4.523273e-02,5.880e-04,1000
2578,4.538958e-02,5.901e-04,1000
2579,4.546225e-02,5.910e-04,1000
2580,4.516218e-02,5.871e-04,1000
2581,4.471314e-02,5.813e-04,1000
2582,4.494238e-02,5.843e-04,1000
2583,4.466846e-02,5.807e-04,1000
2584,4.428149e-02,5.757e-04,1000
2585,4.433419e-02,5.763e-04,1000
2586,4.199564e-02,5.459e-04,1000
2587,4.436098e-02,5.767e-04,1000
2588,4.449979e-02,5.785e-04,1000
2589,4.455814e-02,5.793e-04,1000
2590,4.438515e-02,5.770e-04,1000
2591,4.454009e-02,5.790e-04,1000
2592,4.320042e-02,5.616e-04,1000
2593,4.342583e-02,5.645e-04,1000
2594,4.370683e-02,5.682e-04,1000
2595,4.292726e-02,5.581e-04,1000
2596,4.313655e-02,5.608e-04,1000
2597,4.343362e-02,5.646e-04,1000
2598,4.387874e-02,5.704e-04,1000
2599,4.359589e-02,5.667e-04,1000
2600,4.360210e-02,5.668e-04,1000
2601,4.304938e-02,5.596e-04,1000
2602,4.354224e-02,5.660e-04,1000
2603,4.359586e-02,5.667e-04,1000
2604,4.326472e-02,5.624e-04,1000
2605,4.353020e-02,5.659e-04,1000
2606,4.344445e-02,5.648e-04,1000
2607,4.353524e-02,5.660e-04,1000
2608,4.336657e-02,5.638e-04,1000
2609,4.330172e-02,5.629e-04,1000
2610,4.336616e-02,5.638e-04,1000
2611,4.318689e-02,5.614e-04,1000
2612,4.310590e-02,5.604e-04,1000
2613,4.310304e-02,5.603e-04,1000
2614,4.301189e-02,5.592e-04,1000
2615,4.305893e-02,5.598e-04,1000
2616,4.269963e-02,5.551e-04,1000
2617,4.259532e-02,5.537e-04,1000
2618,4.211522e-02,5.475e-04,1000
2619,4.225073e-02,5.493e-04,1000
2620,4.224648e-02,5.492e-04,1000
2621,4.181918e-02,5.436e-04,1000
2622,4.080036e-02,5.304e-04,1000
2623,4.128218e-02,5.367e-04,1000
2624,4.016468e-02,5.221e-04,1000
2625,3.669842e-02,4.771e-04,1000
2626,3.812293e-02,4.956e-04,1000
2627,4.044827e-02,5.258e-04,1000
2628,4.121430e-02,5.358e-04,1000
2629,4.138642e-02,5.380e-04,1000
2630,4.148092e-02,5.393e-04,1000
2631,4.118375e-02,5.354e-04,1000
2632,4.179740e-02,5.434e-04,1000
2633,4.174766e-02,5.427e-04,1000
2634,4.165863e-02,5.416e-04,1000
2635,4.159221e-02,5.407e-04,1000
2636,4.173092e-02,5.425e-04,1000
2637,4.149276e-02,5.394e-04,1000
2638,4.159723e-02,5.408e-04,1000
2639,3.958628e-02,5.146e-04,1000
2640,3.957137e-02,5.144e-04,1000
2641,4.143954e-02,5.387e-04,1000
2642,4.071347e-02,5.293e-04,1000
2643,4.137115e-02,5.378e-04,1000
2644,4.122728e-02,5.360e-04,1000
2645,4.124975e-02,5.362e-04,1000
2646,4.112843e-02,5.347e-04,1000
2647,4.088429e-02,5.315e-04,1000
2648,4.068028e-02,5.288e-04,1000
2649,4.100181e-02,5.330e-04,1000
2650,4.103532e-02,5.335e-04,1000
2651,4.053948e-02,5.270e-04,1000
2652,4.082834e-02,5.308e-04,1000
2653,4.084870e-02,5.310e-04,1000
2654,3.946005e-02,5.130e-04,1000
2655,4.027570e-02,5.236e-04,1000
2656,4.055819e-02,5.273e-04,1000
2657,4.057411e-02,5.275e-04,1000
2658,4.045620e-02,5.259e-04,1000
2659,4.030852e-02,5.240e-04,1000
2660,4.026506e-02,5.234e-04,1000
2661,4.034722e-02,5.245e-04,1000
2662,3.947966e-02,5.132e-04,1000
2663,4.014010e-02,5.218e-04,1000
2664,3.925073e-02,5.103e-04,1000
2665,3.920018e-02,5.096e-04,1000
2666,3.919047e-02,5.095e-04,1000
2667,3.992238e-02,5.190e-04,1000
2668,4.002754e-02,5.204e-04,1000
2669,3.978689e-02,5.172e-04,1000
2670,3.985322e-02,5.181e-04,1000
2671,3.975573e-02,5.168e-04,1000
2672,3.974715e-02,5.167e-04,1000
2673,3.968155e-02,5.159e-04,1000
2674,3.967631e-02,5.158e-04,1000
2675,3.938870e-02,5.121e-04,1000
2676,3.952928e-02,5.139e-04,1000
2677,3.952429e-02,5.138e-04,1000
2678,3.942765e-02,5.126e-04,1000
2679,3.936744e-02,5.118e-04,1000
2680,3.917127e-02,5.092e-04,1000
2681,3.917043e-02,5.092e-04,1000
2682,3.918826e-02,5.094e-04,1000
2683,3.906467e-02,5.078e-04,1000
2684,3.913683e-02,5.088e-04,1000
2685,3.898602e-02,5.068e-04,1000
2686,3.906021e-02,5.078e-04,1000
2687,3.889409e-02,5.056e-04,1000
2688,3.864886e-02,5.024e-04,1000
2689,3.889336e-02,5.056e-04,1000
2690,3.872030e-02,5.034e-04,1000
2691,3.867417e-02,5.028e-04,1000
2692,3.858333e-02,5.016e-04,1000
2693,3.856757e-02,5.014e-04,1000
2694,3.847815e-02,5.002e-04,1000
2695,3.816338e-02,4.961e-04,1000
2696,3.832149e-02,4.982e-04,1000
2697,3.843428e-02,4.996e-04,1000
2698,3.843521e-02,4.997e-04,1000
2699,3.830051e-02,4.979e-04,1000
2700,3.814625e-02,4.959e-04,1000
2701,3.820658e-02,4.967e-04,1000
2702,3.814422e-02,4.959e-04,1000
2703,3.803274e-02,4.944e-04,1000
2704,3.811614e-02,4.955e-04,1000
2705,3.801692e-02,4.942e-04,1000
2706,3.803996e-02,4.945e-04,1000
2707,3.718510e-02,4.834e-04,1000
2708,3.785974e-02,4.922e-04,1000
2709,3.787337e-02,4.924e-04,1000
2710,3.785587e-02,4.921e-04,1000
2711,3.680815e-02,4.785e-04,1000
2712,3.769745e-02,4.901e-04,1000
2713,3.772932e-02,4.905e-04,1000
2714,3.771818e-02,4.903e-04,1000
2715,3.760160e-02,4.888e-04,1000
2716,3.757571e-02,4.885e-04,1000
2717,3.750529e-02,4.876e-04,1000
2718,3.751451e-02,4.877e-04,1000
2719,3.735567e-02,4.856e-04,1000
2720,3.742212e-02,4.865e-04,1000
2721,3.723632e-02,4.841e-04,1000
2722,3.727131e-02,4.845e-04,1000
2723,3.735762e-02,4.856e-04,1000
2724,3.719780e-02,4.836e-04,1000
2725,3.718112e-02,4.834e-04,1000
2726,3.652429e-02,4.748e-04,1000
2727,3.706101e-02,4.818e-04,1000
2728,3.707965e-02,4.820e-04,1000
2729,3.703336e-02,4.814e-04,1000
