# Hipparcos bright-star supplement for Gaia DR3 — generated by hipparcos-gaia-match
# Position propagated from Hipparcos epoch (J1991.25) to ref_epoch J2016.00 via Hipparcos PM.
# fitted_g_mag uses G ≈ +0.0222 +1.0109*Hp -0.4422*(B-V) when B-V is present,
# else the fallback G ≈ -0.2005 +0.9990*Hp.
hip,ra_j2016,dec_j2016,parallax_mas,pmra_mas_yr,pmdec_mas_yr,b_v,fitted_g_mag
80606,246.873069,-69.326145,3.7300,-7.1100,-24.8000,-0.0190,6.7835
74829,229.392497,-55.618363,2.3900,-5.1600,-5.9000,0.0230,8.5846
97015,295.763011,4.363620,0.0100,-0.6300,-2.4700,0.0680,8.6961
70693,216.881226,-35.447480,10.7800,33.7900,-55.0300,0.5710,6.7349
44883,137.175653,-8.589544,3.6300,-21.2000,-4.4200,-0.0570,5.7085
4617,14.815230,83.102264,21.3800,82.0300,-96.0200,0.5570,7.7217
79064,242.086623,-25.127279,1.5800,-6.9800,-25.6300,0.1570,8.6669
42146,128.867394,-7.982220,12.1500,-21.9800,16.1400,-0.0040,5.8064
98190,299.302107,44.261058,2.7900,-2.1700,-14.1300,3.4400,6.6086
98241,299.464961,9.874090,9.2200,47.5100,124.0800,0.5680,8.4851
94987,289.920546,7.795598,6.3100,-3.0600,4.3400,0.3170,7.7874
89153,272.930592,-23.701359,13.3500,7.8200,-27.7500,1.0550,4.5698
52888,162.253095,-31.059558,18.0100,179.3400,-92.9900,0.5960,7.3203
70521,216.379265,-32.972028,1.9100,-2.3200,4.8800,1.1400,7.1809
37351,115.002367,9.094521,3.5600,3.9200,-1.9300,0.0230,8.2712
38786,119.083407,10.864817,4.5700,-7.0500,-8.5800,0.0140,7.9214
96982,295.698248,47.208940,1.6800,2.5300,2.0600,1.0210,6.8999
53611,164.520380,-64.388545,0.9100,-8.0200,2.6900,0.5670,8.8091
98607,300.434290,41.816374,6.8400,15.3100,-10.1400,0.0480,7.4716
30067,94.917304,16.013185,36.3200,-17.4800,-14.3400,0.5620,6.4558
71128,218.193696,-45.106218,2.0700,-6.0700,-3.0900,1.7450,7.8939
38177,117.350800,-30.558069,11.9100,23.6200,-13.8800,0.4600,7.4411
74816,229.339094,-58.368078,2.9700,-18.8100,-17.7400,1.6400,7.0710
82392,252.527449,-67.782842,2.1600,-3.8200,-6.9500,2.4530,7.2776
27630,87.743359,46.316530,0.6500,-2.6200,-1.6600,0.1840,8.7358
80686,247.119873,-70.083909,82.6100,199.8900,110.7700,0.5550,4.7303
5592,17.930684,83.456955,3.4300,1.9300,-4.1800,0.1310,8.9614
112536,341.902362,59.703304,2.7700,-15.3700,-6.4900,0.1360,8.4032
24836,79.866124,58.117283,3.7100,6.2600,-18.3000,-0.0310,6.2328
28303,89.722454,52.494039,3.0100,-6.4800,-22.5000,1.0900,8.2644
75684,231.926107,-15.415988,10.3900,-62.7000,-19.4400,0.5400,8.6896
76486,234.324115,-64.531185,1.4600,-5.9800,-3.2400,1.2750,7.6671
37185,114.601396,4.044643,2.1100,-3.0500,-1.5200,-0.0060,9.0624
87887,269.293728,-46.122041,15.0700,-41.7100,-101.9500,0.5360,8.4083
38380,117.941733,-27.366733,4.4300,3.6700,5.5900,0.5710,8.4029
37824,116.327398,-0.438250,4.3800,0.4000,-2.5900,0.0410,8.0813
41774,127.774662,-39.060940,1.0600,-8.0000,5.0900,-0.0580,7.4478
100240,304.954913,38.342681,1.3300,-2.3500,-7.7500,0.3100,7.3659
14791,47.752558,64.896200,12.7500,-48.9700,-14.7700,0.1630,6.5211
65776,202.265881,-58.942285,1.3900,-18.5500,-3.0600,-0.0540,8.2850
112093,340.565545,57.608159,2.8900,7.6400,2.0500,0.0170,8.3244
84612,259.439653,-35.224183,1.1300,1.0600,-2.0700,0.6040,7.7312
43726,133.572937,-5.434324,58.5000,-413.1400,30.4400,0.6610,5.8055
49834,152.622888,-63.340562,3.2400,2.0500,22.5700,0.9890,8.0462
94637,288.859507,-19.787108,5.6300,5.6700,-28.9100,0.2720,7.6455
31337,98.563255,2.389332,0.1000,-1.1300,-3.3700,0.5800,8.0148
48207,147.422684,-54.061696,6.5300,-51.2200,33.6400,0.2960,8.4841
49405,151.284369,-61.681795,0.1200,7.2500,-4.4200,1.6260,7.1782
99111,301.824338,11.053599,10.8600,-36.0400,-47.9400,0.3630,7.0594
37219,114.678924,-1.452295,1.0100,-2.7100,-4.6700,0.3490,7.4093
29010,91.824598,20.820151,4.1300,-12.3700,-11.0500,1.5220,6.5469
41426,126.739926,-52.705151,18.4900,-92.3300,-45.1500,0.4190,6.3978
35062,108.756737,11.012933,0.9900,-3.4200,-3.0300,-0.0790,8.5387
102230,310.720772,-39.558866,2.4800,17.7600,-8.1100,1.0730,5.9165
31672,99.417851,2.703939,6.8700,-39.4100,-49.4400,1.0800,5.7820
83101,254.726788,-39.557558,52.3000,272.9000,223.1400,1.1810,7.9209
118303,359.934330,62.991653,2.4100,4.8800,-5.5300,1.6560,7.3166
91974,281.206671,-25.011007,4.1100,-1.2100,-20.8600,0.0330,5.8911
89946,275.287744,-17.381581,0.6400,-2.0400,-1.1900,0.4780,7.6353
99926,304.110198,-35.198233,23.4800,-0.2000,53.0500,0.3810,6.4752
47698,145.877443,-20.365873,8.2100,-20.4600,-7.5800,0.9100,6.2716
44468,135.901274,-14.437346,3.1800,-23.3000,9.9100,1.4010,7.1362
30241,95.430766,21.241265,5.3800,-4.7500,-12.8600,1.4080,7.9924
27832,88.333317,61.676055,4.1400,-3.3200,-1.8200,0.0490,7.9362
96342,293.806033,14.487597,3.2200,3.9200,13.3700,0.4400,8.3598
34608,107.526995,21.244883,21.6700,-174.6700,-473.1400,0.8800,6.1333
96021,292.852492,-21.040229,1.7600,-4.3800,-30.0700,1.4720,6.7308
41066,125.691560,-57.888513,6.5100,-10.5900,17.6400,0.3000,7.8657
42787,130.768041,-48.184310,3.2900,-6.0100,5.1300,-0.0500,9.0212
113803,345.688720,55.835268,3.4500,4.4400,-2.7200,0.1650,8.5319
32475,101.669764,8.363116,14.3700,11.4100,-4.8400,0.3750,6.9732
34123,106.132719,-17.408275,1.0700,0.4700,-1.4900,-0.0800,8.8728
77786,238.253565,-57.584217,5.7700,4.1000,-1.2600,1.3310,7.7434
97240,296.453185,40.555249,0.9600,1.8400,0.6300,-0.0700,7.6957
29461,93.113488,-3.636615,14.4100,-4.8000,14.4800,0.7920,7.5774
43797,133.799278,-54.966174,41.4100,24.2300,-91.2000,0.4810,5.5717
43087,131.643364,-42.790580,1.7300,-12.5000,7.6000,-0.0570,8.8323
61698,189.704096,-51.215602,16.4900,-65.4700,-1.1400,0.5830,8.1954
43023,131.506774,-46.041506,2.1000,-12.2300,4.8200,0.0150,3.9278
52100,159.681749,-52.764221,1.3400,-13.3500,7.8800,0.0350,8.0132
79546,243.476427,-26.290608,11.4700,30.4200,-56.6200,0.6580,8.7284
72338,221.883653,-43.556862,5.3500,-12.7400,-12.6200,1.0680,5.9187
91686,280.459921,-24.354180,9.1700,48.3600,-1.8200,0.3980,7.5292
43065,131.591071,-52.523646,3.9200,-6.7200,2.1500,1.3480,7.9178
93405,285.349856,-23.228183,5.8300,10.4400,6.6700,1.0890,7.4258
21469,69.163084,41.076818,2.6700,5.2000,-6.1500,0.1960,7.9723
49994,153.095131,-52.163041,9.7500,-52.7400,45.2300,1.1680,5.7330
88325,270.591616,-21.963109,0.0500,1.7700,2.9200,1.2080,8.2830
82227,251.972786,-40.973489,11.6600,22.8400,-111.1500,0.4700,8.0938
44754,136.811414,-13.307173,4.1200,2.1400,12.4600,0.2980,7.0073
24488,78.815008,47.170260,8.9400,92.0500,-105.7300,0.9820,6.5734
85420,261.829480,-65.002088,5.5100,6.3600,-3.2100,0.3420,7.9886
52132,159.760192,-64.974910,6.8400,-18.9000,10.4700,0.0450,7.6549
100172,304.785884,38.161065,6.2600,45.6200,-22.7300,1.0400,7.2251
42949,131.322603,-6.978564,5.1800,-2.5400,-8.4700,1.4720,6.1040
44270,135.223672,-50.435585,4.1700,-53.5700,25.7500,1.0100,7.5922
41300,126.399139,3.490810,2.2000,-25.3900,-5.6900,1.0040,8.1306
50259,153.944111,-52.643642,4.3800,-21.0500,13.4600,1.1060,7.3475
63717,195.863692,-50.689949,3.7700,-38.2100,-9.1400,1.3570,7.9341
55298,169.868073,-41.508194,6.1900,-11.8600,13.4500,0.3380,8.6475
55013,168.953215,-39.322662,36.2900,-177.5600,189.3800,0.6260,7.1857
97242,296.464046,35.012723,7.6800,11.5700,-6.4300,1.0700,5.7561
24726,79.543536,61.216648,2.3800,1.2200,-14.7000,1.5200,8.0440
54570,167.494495,-29.794225,3.2400,-50.1700,-11.6800,1.3350,6.3364
31144,98.013100,19.719241,2.2900,-31.7200,-4.9600,1.0460,7.5257
71048,217.949960,-38.558240,0.8800,-18.2700,-13.0000,1.6000,7.5840
97682,297.775129,39.527465,13.7700,14.8700,-36.4000,0.4740,8.0415
66010,202.994112,-60.438939,3.1600,-13.7500,-2.3500,1.0000,7.6775
80174,245.489549,-49.662456,0.7400,1.6900,-2.2600,1.7150,7.5433
21447,69.086428,61.362333,4.6000,7.6000,-1.2800,1.2590,6.4509
34127,106.148777,-32.008038,2.5700,-6.3300,2.2200,-0.0360,7.9435
90651,277.444934,-14.581920,11.4600,21.8700,15.0800,0.0060,6.1053
78346,239.958452,-64.854168,0.8900,-0.4000,-4.4700,1.7670,6.2061
47992,146.727387,-69.503206,2.2500,-7.4100,29.7500,1.2050,8.5876
91839,280.860679,-16.784825,5.9500,6.9600,-0.1100,0.2240,8.0307
48845,149.446146,-21.182413,5.5700,17.4700,-35.3400,1.0470,7.4242
88133,270.031612,59.525315,2.1100,0.1900,-8.0300,0.0870,8.5058
46342,141.722134,-54.351701,2.4200,-6.9500,7.2100,1.0630,6.4870
92070,281.482482,-34.574594,4.5500,12.8100,1.3000,1.0500,7.7868
30016,94.749772,-15.403657,3.9200,2.4000,-0.6200,1.6890,7.8884
99965,304.225699,50.277781,32.3300,-221.7500,-216.7800,0.7470,7.9309
72995,223.773004,-61.874102,5.9100,-46.0500,-36.7400,0.0170,7.0608
30052,94.864359,16.575110,1.6000,-6.0400,-0.9400,-0.0180,9.0981
39360,120.686565,-41.309761,6.7100,-6.1100,15.2300,-0.1520,5.6697
37565,115.655020,-42.229936,4.0600,-7.5700,4.3900,0.1550,8.0511
91398,279.602653,55.444953,2.2100,-2.4300,-7.3900,1.5360,7.5314
42901,131.141853,-37.964533,4.4700,-0.1900,12.6800,1.0010,7.7882
81024,248.222919,-50.997700,2.2900,12.7800,2.5200,1.1070,7.3471
69771,214.184141,-30.958607,2.4900,-13.4300,-1.1500,0.9440,8.2582
38734,118.948457,10.443405,3.7900,-15.0400,-9.2400,-0.0290,7.1418
89288,273.291741,-4.011508,10.4300,16.3400,22.4900,0.2760,6.5621
97489,297.222295,11.685129,3.7100,10.8800,3.4800,0.9120,6.2202
4781,15.352783,61.043157,6.9300,55.0500,-12.3800,0.4290,8.7083
73149,224.237063,-65.098044,4.4100,9.5300,-18.7100,1.1040,7.4596
63802,196.153531,-61.710292,0.2700,-3.0800,-2.0600,0.7090,8.0184
101450,308.412177,-40.726060,1.3600,12.4300,-6.5100,1.7820,8.1606
33521,104.505266,-14.819651,2.8500,-1.7500,9.7100,1.6770,7.6409
96274,293.641440,-23.858867,1.7000,3.4800,-7.9800,1.6770,5.8617
67261,206.795212,-62.589731,0.2800,-5.4900,-3.6600,,6.1931
57942,178.238601,-41.780647,5.8600,-34.6800,-8.7700,0.2890,7.6684
41255,126.251605,-12.764774,0.5900,-9.7300,2.3600,-0.1300,7.0449
34210,106.396714,13.709715,3.1600,-10.4700,-9.4200,1.6400,7.1721
38062,117.014240,5.409696,3.5500,-1.2400,-26.0700,1.5800,6.0057
39617,121.436978,-33.569417,0.9600,-7.6200,4.2400,1.0980,5.7538
96631,294.708496,33.346153,6.1600,12.0700,-20.7000,0.3670,7.6945
2624,8.320967,56.543747,2.5800,-5.4000,-1.9800,1.5440,8.3265
53713,164.852248,-46.605306,4.0100,-42.5400,11.9500,1.1490,7.8036
75364,231.010246,-56.676384,6.5600,-45.9300,-38.7000,0.5380,8.6399
99848,303.868032,47.714214,2.9400,3.8800,1.2000,1.4510,3.3838
34300,106.651888,19.109182,4.4700,-25.2000,-27.8600,1.1140,7.1620
42459,129.849168,-53.439663,7.2300,-23.9700,23.5100,-0.1320,5.5901
50232,153.819225,-54.974193,2.2900,-13.4900,3.2300,-0.1550,6.3180
42925,131.219049,-41.407968,9.7000,14.1100,-4.6300,0.6010,8.7839
30606,96.492485,4.421440,3.1500,-5.0200,-6.0300,-0.1000,8.0425
80529,246.594377,-53.432412,0.3300,-1.8500,-11.1000,1.7060,7.2945
102154,310.485137,42.525003,14.8800,64.4700,45.7000,0.4640,7.4191
3797,12.197530,60.766373,2.5400,5.3300,-19.5500,1.1500,7.8032
1580,4.946240,74.276449,4.0200,-5.1100,-16.7100,1.1100,8.0231
45090,137.777198,-51.635155,2.8200,-16.2100,1.0400,0.9730,8.5183
34376,106.899318,14.342567,3.0000,16.8200,20.0200,0.9970,8.1236
52670,161.552540,-61.941652,1.8700,-15.4000,2.4400,-0.0590,7.4482
83281,255.304195,-38.203297,1.0000,-0.3200,0.7600,0.1340,7.5044
42547,130.092168,-1.617818,1.3700,8.8500,2.3100,1.6360,7.8511
41976,128.343915,-7.914003,4.9900,-2.6800,5.7400,1.5100,7.8765
92996,284.185271,-17.444125,2.9900,-13.4500,-5.3300,1.5020,6.5254
45587,139.368320,-66.557704,8.8100,19.1300,-9.7300,0.5000,8.6770
57674,177.434539,-53.079756,0.3900,4.1600,-4.2400,1.1790,8.4273
73067,223.991648,-60.905954,8.5700,-33.9300,-4.6400,0.9680,6.3572
26622,84.877002,51.335357,4.4600,-2.6300,-10.0300,0.1230,8.5606
68499,210.341033,-39.669800,1.9400,-13.4900,-8.6600,1.5680,7.0523
31881,99.971581,6.056943,2.1200,-3.9500,-0.1000,-0.0360,8.1356
37965,116.734498,-3.680206,3.8800,-1.4400,-4.3900,0.0550,8.8737
74677,228.917667,-55.222013,7.0900,-55.3800,-41.9600,0.5070,8.7244
68630,210.718271,-51.218110,2.4700,-33.1700,-16.7300,1.2160,8.0874
39439,120.925113,-29.418934,2.2300,-3.8800,4.8300,-0.0440,7.8661
79149,242.320626,-35.499107,12.0200,-61.8000,-97.0200,0.6480,8.4902
44633,136.421736,-12.918191,0.8600,3.1300,-9.9400,1.0040,8.3732
40596,124.323401,-42.521517,0.1400,-3.0000,4.0400,0.3050,7.1255
86943,266.486735,-48.934328,1.7800,-0.1800,-3.9900,1.6930,6.1781
80563,246.736421,-43.799217,1.2300,-0.8100,-2.0300,0.1480,7.9531
92758,283.532419,-22.570409,1.4600,-4.4000,-7.9900,0.0700,7.7045
33489,104.414205,-12.335163,0.5400,-4.5500,1.7900,0.9560,7.5453
48127,147.182660,-60.132477,3.3700,-39.4700,31.4300,0.9460,7.1757
46852,143.215735,-54.595969,4.3600,-17.8300,21.0200,0.0170,8.0717
82335,252.360268,-49.985853,4.3900,-6.2400,-15.9400,0.1290,7.8099
92515,282.815807,-16.162166,8.4500,-8.4600,-82.1600,0.6340,8.1729
53278,163.446151,-51.427123,0.6600,-15.5700,27.4100,1.4510,8.0947
43920,134.206817,-17.433407,14.8600,-46.7300,-2.3300,0.4130,6.4712
21325,68.659808,70.346421,4.3800,-4.4600,10.1300,0.1330,8.0002
8979,28.928439,81.958901,1.9900,37.1000,-12.5800,1.6410,6.2214
69707,214.022723,-34.418899,2.7900,-23.1600,-7.4100,0.7470,8.0319
38022,116.887879,8.972295,16.2900,31.1800,6.5200,0.4280,6.9902
44580,136.241704,-11.698078,1.5100,-12.4000,7.6600,1.5020,7.0410
37634,115.838197,4.945690,5.0700,-23.3400,-16.0400,1.3560,5.9936
33492,104.427583,-27.537471,3.2000,-8.9900,7.6000,-0.1470,6.3751
44482,135.946329,-54.074978,0.7100,-4.7800,5.2200,1.7760,7.6780
63598,195.493466,-51.069942,2.8600,8.7300,-14.0500,0.9530,7.5365
23582,76.053547,73.763804,2.4500,14.1700,-18.8000,1.6090,5.5885
89630,274.368988,-18.463454,0.4900,0.3400,-1.0000,0.0430,6.5944
82543,253.080184,-41.854516,-0.9300,-2.2600,-0.3700,0.2640,6.3349
40070,122.780860,-40.758155,3.8000,-14.0200,28.4300,1.5260,6.1105
97742,297.942436,-37.336632,5.1400,-13.0700,-67.0700,1.1940,6.2168
45477,139.005518,-57.025479,6.1100,-16.5300,33.9600,0.5240,8.5855
65303,200.760774,-48.562801,1.8200,-8.8000,-2.2800,-0.0770,6.4958
88850,272.072826,-10.550776,6.3100,21.3000,-22.0400,0.3090,7.8111
7351,23.691884,69.900538,2.9300,-7.3400,2.8600,1.0670,8.2139
96787,295.104898,9.092709,-0.7800,0.6400,-2.2400,0.1020,8.7417
29359,92.825238,-3.417808,0.7100,-3.3000,-2.9100,-0.0100,9.0137
45911,140.416807,-56.903282,4.9100,-30.9200,34.0100,0.9900,6.8833
33752,105.162983,16.959123,2.6800,-0.7400,-12.1000,-0.0540,7.2337
75791,232.247953,-55.627367,0.5800,-1.8100,-5.3900,0.3110,7.7900
81039,248.271368,-60.903663,7.1400,-12.7400,-21.7200,0.2380,7.9032
92660,283.231394,-15.329598,3.9700,-12.4400,-25.0400,1.0300,7.5833
41911,128.178661,-37.469369,7.3000,-41.9600,12.2300,0.5950,8.1295
50868,155.804768,-30.162315,18.6300,2.9100,-11.7200,0.3040,6.2060
100191,304.836227,41.391402,2.8600,4.3200,1.3200,0.0020,7.8964
54473,167.172814,-42.722521,1.9200,-25.2800,9.9700,1.0230,8.5063
50290,154.032372,-18.714919,1.3800,-5.3200,-2.7800,1.1960,8.1064
101370,308.181311,39.271052,3.2300,2.5000,0.3600,-0.0810,8.3677
46765,142.973327,-56.988865,2.6000,-16.8500,7.9600,-0.0180,7.2380
46722,142.861148,-18.416965,-0.4300,-9.4900,16.9600,1.6450,7.3619
70543,216.463645,-56.922846,1.1300,-2.9000,0.1400,1.6260,7.2793
90127,275.887912,-39.572706,1.7500,-0.6800,7.6400,0.4520,8.6881
28744,91.056240,-6.708925,3.5500,-3.5500,3.6200,-0.0660,5.2980
49071,150.230300,-69.806808,2.0500,-11.1500,5.9700,-0.0420,8.6740
83303,255.365866,-65.347590,7.5200,0.4600,-35.7300,0.4330,8.0798
54349,166.784346,-32.587225,17.9400,-85.3700,-44.7600,0.3630,6.5135
100211,304.879883,32.047158,7.4500,35.8100,-13.2100,0.3920,7.2488
34645,107.626042,-29.346937,5.2800,-5.4600,23.5300,0.4780,7.8072
86741,265.863793,-68.938424,13.9500,-70.0900,-158.9900,0.5480,8.6052
96770,295.052501,35.248764,1.8000,0.8500,-13.2700,1.4500,7.7009
27861,88.423593,-5.704806,5.7800,-2.0800,-14.2300,-0.0100,7.1940
97938,298.562462,8.461091,15.9600,101.4300,-81.2800,1.0230,4.3313
57127,175.684293,-41.113418,4.0900,-29.8400,-1.8300,1.1910,8.5635
85094,260.874684,-37.077594,-0.8100,-0.7600,-3.5900,0.1360,8.4032
95770,292.175425,32.075054,7.3800,4.4100,-23.3100,0.5270,7.8260
50708,155.315010,-37.132681,2.9500,-18.7100,6.5400,0.0510,8.4408
32554,101.889066,18.941836,0.3800,-5.2500,-1.2000,-0.0500,9.1223
37338,114.972714,8.617909,2.1500,-6.1900,5.0900,0.8820,8.5687
5887,18.900936,57.158058,2.4500,15.7600,-8.5200,0.0130,8.9125
86047,263.776133,-38.799339,9.3500,-4.1800,28.8200,1.2400,6.3077
80965,247.997781,-44.886803,2.7700,12.1400,-4.3300,1.8370,6.9030
80222,245.649307,-50.544007,4.7700,-12.0100,-24.7600,0.6730,8.0242
25150,80.729771,61.751493,4.8200,-7.8800,-7.1900,1.0690,7.1516
94452,288.350909,11.344814,5.2800,11.0200,-25.6000,0.7740,6.8271
40413,123.752850,-30.857098,0.6700,-5.4600,4.2800,0.1170,7.7747
92575,282.964742,54.905628,2.3000,3.5900,-0.1400,1.2890,8.3786
115439,350.743607,62.617249,2.7400,1.1000,-1.0800,0.1050,8.5989
16041,51.645263,63.195054,5.4800,20.9000,-20.8000,0.9240,6.9630
48323,147.756375,-21.068787,10.1900,-59.4300,-59.1000,0.5910,7.6258
76483,234.314046,-64.553213,1.0300,-7.1000,-7.1200,0.0510,8.3195
7279,23.437974,56.809941,9.4300,28.0100,-51.5900,0.4010,8.1041
35275,109.321629,18.361476,1.8300,11.4700,-17.8800,0.2690,8.9712
73241,224.536564,-48.864509,40.7900,-15.4700,-337.0700,0.7080,6.1183
47505,145.275743,-66.079989,5.7600,-74.2400,46.7800,0.8610,6.5663
93048,284.307559,53.936072,2.9300,-28.4100,25.0800,1.0180,8.4681
69130,212.259087,-45.575177,1.9800,-12.0000,-2.4700,0.1540,8.8198
35500,109.894885,10.399198,2.2900,0.7000,-11.7900,1.5980,6.7559
52656,161.512346,-65.614613,3.2900,-17.7400,6.0500,2.1000,7.8987
48780,149.240932,-15.895416,13.7800,-13.6600,-66.1900,0.5100,7.2876
81221,248.842482,-41.773691,0.9000,-1.0400,-0.3700,1.2550,8.5352
95298,290.813207,7.525906,0.9800,2.2000,-7.7300,1.7000,7.4892
64494,198.294611,-61.892331,7.6900,3.2700,-47.9900,0.5970,8.6846
95496,291.366387,13.701062,2.6500,-9.0500,-8.5400,0.9510,8.4270
90613,277.349469,-13.598411,2.1600,-2.3800,-4.4700,0.1930,8.4791
28630,90.666842,-2.840912,6.3600,41.9300,-49.6600,0.5110,8.5609
36122,111.613828,18.516832,6.2900,-16.5300,-19.1100,0.3300,7.2155
95064,290.134409,38.425413,1.0200,9.6900,5.5100,1.3230,7.9087
16275,52.458450,47.976672,5.3000,24.9500,-32.5800,0.1050,7.7295
43167,131.895150,0.077676,5.6900,-1.3400,-2.5100,0.0840,7.8904
51332,157.276392,-28.479232,3.2800,-17.9800,3.6000,1.2220,8.1454
71727,220.080162,-45.793941,6.2100,-21.4900,-22.7300,-0.1120,6.7539
82782,253.762819,-29.305207,3.0700,-3.9000,3.6600,1.0890,8.2244
99821,303.801739,38.608802,1.8600,-1.1000,1.8600,0.0020,8.1188
100013,304.354926,39.593539,3.5100,3.9500,-0.0100,-0.0660,6.6931
30399,95.881628,23.084437,10.1000,-38.2800,-5.7000,0.3620,7.9899
97897,298.424667,11.608850,1.5400,-2.9300,-1.6100,1.4880,7.6133
96303,293.714499,-41.155204,4.7600,-4.0200,-19.4300,0.2600,8.0451
113074,343.506197,60.853225,5.7400,-4.7100,-21.6100,0.2230,8.5669
408,1.245324,57.468723,4.4100,23.2100,-3.4700,0.9860,7.9060
30730,96.839982,-15.315953,2.1800,-6.3500,4.6100,-0.0540,7.9413
41241,126.223118,-35.609935,3.3600,67.4600,-75.5800,0.7390,8.4196
99596,303.180338,35.178122,6.0600,-31.8800,17.0200,1.0930,7.1511
23240,75.007517,43.985607,2.8500,0.2700,-1.7100,1.2000,7.5991
39286,120.498814,-54.662084,10.9300,-35.1200,61.0600,0.3400,6.6147
85485,262.057901,-45.502386,3.3200,4.5400,-6.8100,1.2660,8.5606
6611,21.221306,54.911663,3.9500,-11.5000,-9.6600,0.2800,7.9958
44311,135.359298,-11.238438,4.5300,-12.0800,-5.4100,1.1700,7.9056
95480,291.325601,37.245065,10.0200,-3.2800,-29.8900,1.1290,6.3972
53218,163.271708,-40.417321,4.8000,-20.5100,-4.9500,0.0860,8.0614
21441,69.071821,52.506061,0.2700,-5.2100,0.4300,0.1700,8.7117
21386,68.851571,85.527069,27.2800,13.5200,9.0200,0.5290,6.4098
39863,122.148458,-2.983803,1.7600,-16.7900,-3.8900,0.9700,4.0009
72177,221.438300,-45.881333,12.8100,-193.1500,-55.4100,0.6900,8.2897
74747,229.141124,-51.899415,9.9600,64.1000,-31.4400,0.4280,8.3246
41495,126.941713,-7.220340,3.0300,-5.4600,2.8600,1.5580,6.9657
42242,129.178053,-47.998355,1.1000,-9.5700,9.0300,-0.1020,7.5279
49393,151.257715,-56.897842,7.0700,3.5400,17.3300,0.3700,6.7935
53500,164.169188,-50.607991,20.0200,89.4800,-48.5900,0.4410,7.1867
37558,115.627792,7.468780,5.1000,-7.1200,-4.1400,0.0790,8.1555
34400,106.986927,-27.752109,1.4400,-0.7600,0.0300,1.1830,7.9605
82299,252.240448,-33.728824,5.1400,9.8600,4.8400,0.4080,8.7075
46620,142.597345,-58.361721,3.0800,-28.8100,26.6700,1.6760,5.2253
64752,199.060151,-50.955217,6.9100,-36.9600,-21.0400,0.3390,8.5561
81965,251.158372,-32.481520,0.3900,-2.7500,-5.7500,1.0680,8.3045
53447,164.003197,-55.563444,0.0400,-7.7800,2.6500,0.6570,8.1021
41464,126.864738,-55.011167,6.0100,-8.0700,10.6000,-0.0100,6.6178
77666,237.834941,-12.622195,4.4100,19.3600,-13.8700,0.4880,8.6418
87712,268.750839,-22.981168,1.0900,0.1000,-7.8700,0.3290,8.4291
401,1.234182,56.056933,3.4900,-3.6000,-3.8300,1.6140,8.0631
28289,89.666777,16.597704,4.5500,-3.4700,-3.8800,0.0310,7.4691
52622,161.420954,-47.459797,2.3300,-7.9200,2.7300,1.5710,6.0400
39325,120.608918,4.151603,23.7900,64.4000,-105.3000,0.7090,7.4018
90900,278.121528,-18.972687,0.4400,-1.2300,-6.9500,1.3330,6.4789
89606,274.290260,-7.218536,4.8400,0.6000,-22.2800,0.4760,8.5157
43608,133.217782,-11.717906,1.8900,-6.8600,-3.1400,0.9370,7.3212
2599,8.250004,62.931773,0.7900,3.9900,-2.1000,0.1300,4.1802
93661,286.084847,-21.531641,18.4500,63.9100,-40.8000,0.5510,7.0369
35026,108.675404,-23.489387,1.4400,-4.3000,3.0400,-0.1770,7.4802
44075,134.684185,-16.131778,46.9000,244.3500,213.4600,0.5210,5.6551
36868,113.689939,-22.781541,1.5700,-6.4100,4.9800,-0.0730,8.0205
85132,260.974862,-29.821327,12.5600,-12.8800,-37.8900,0.9200,7.2882
74305,227.816555,-55.346065,1.6100,-3.8200,-7.4100,1.1180,5.0373
95443,291.222974,1.834782,3.9500,4.0800,-4.2400,0.1270,8.0433
4168,13.309637,50.862614,12.7600,38.9400,-89.4800,0.5750,8.6943
36200,111.829141,1.452646,6.4700,9.9700,-6.0100,1.0410,6.8000
85783,262.934875,-26.269809,7.4700,-2.8300,-22.5700,-0.0650,6.1670
98008,298.760361,-36.201823,2.2400,11.1300,-12.8300,0.2000,7.1719
67847,208.459690,-55.555085,3.1600,-11.1900,-5.5700,0.2460,8.5871
75569,231.568240,-48.638659,14.1500,-48.7700,-23.6300,0.4910,7.9430
33929,105.606492,17.755642,2.4100,21.0300,27.1500,1.5180,5.3760
39586,121.338648,-14.674295,-0.7300,-3.1300,4.0700,1.5560,8.2100
35788,110.724034,6.373172,8.3500,-9.6500,3.3300,0.5230,7.9693
98055,298.907180,52.438810,11.3000,-36.6200,-31.0200,0.1240,4.9310
11891,38.335784,61.521704,2.1300,-0.0800,-2.3600,0.3620,8.4145
79260,242.650538,-51.968782,1.6100,-8.3900,-3.8100,0.0870,8.1722
42772,130.732126,-41.158573,2.4300,-24.5800,3.6300,1.0820,8.6420
116962,355.631434,61.679304,7.1000,39.5000,-13.3200,1.2500,5.9393
46728,142.874211,-9.986897,5.9400,-45.4600,7.9500,0.3490,8.2888
42152,128.874571,-55.102713,1.3400,-6.4300,5.5000,0.0970,8.0869
16148,52.014207,78.478718,11.6900,37.7600,-18.9500,0.5330,7.6312
69012,211.922765,-49.867135,24.7400,-37.2800,106.3900,0.6600,6.2508
72211,221.531691,-42.147820,2.3300,-7.7600,9.2700,1.6120,7.5281
